"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"245","Austria","EUR","Continuous Renewal",1966,NA,"Upper","51","6","0.11764705882352941","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"246","Austria","EUR","Continuous Renewal",1967,NA,"Upper","51","6","0.11764705882352941","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"247","Austria","EUR","Continuous Renewal",1968,NA,"Upper","51","6","0.11764705882352941","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"248","Austria","EUR","Continuous Renewal",1969,NA,"Upper","51","6","0.11764705882352941","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"249","Austria","EUR","Continuous Renewal",1970,NA,"Upper","54","9","0.16666666666666666","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"250","Austria","EUR","Continuous Renewal",1971,NA,"Upper","51","9","0.17647058823529413","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"251","Austria","EUR","Continuous Renewal",1972,NA,"Upper","51","9","0.17647058823529413","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"252","Austria","EUR","Continuous Renewal",1973,NA,"Upper","51","9","0.17647058823529413","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"253","Austria","EUR","Continuous Renewal",1974,NA,"Upper","51","9","0.17647058823529413","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"254","Austria","EUR","Continuous Renewal",1975,NA,"Upper","55","11","0.2","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"255","Austria","EUR","Continuous Renewal",1976,NA,"Upper","55","11","0.2","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"256","Austria","EUR","Continuous Renewal",1977,NA,"Upper","55","11","0.2","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"257","Austria","EUR","Continuous Renewal",1978,NA,"Upper","55","11","0.2","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"258","Austria","EUR","Continuous Renewal",1979,NA,"Upper","55","9","0.16363636363636364","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"259","Austria","EUR","Continuous Renewal",1980,NA,"Upper","55","9","0.16363636363636364","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"260","Austria","EUR","Continuous Renewal",1981,NA,"Upper","55","9","0.16363636363636364","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"261","Austria","EUR","Continuous Renewal",1982,NA,"Upper","55","9","0.16363636363636364","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"262","Austria","EUR","Continuous Renewal",1983,NA,"Upper","61","10","0.16393442622950818","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"263","Austria","EUR","Continuous Renewal",1984,NA,"Upper","61","10","0.16393442622950818","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"264","Austria","EUR","Continuous Renewal",1985,NA,"Upper","61","10","0.16393442622950818","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"265","Austria","EUR","Continuous Renewal",1986,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"266","Austria","EUR","Continuous Renewal",1987,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"267","Austria","EUR","Continuous Renewal",1988,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"268","Austria","EUR","Continuous Renewal",1989,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"269","Austria","EUR","Continuous Renewal",1990,NA,"Upper","60","13","0.21666666666666667","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"270","Austria","EUR","Continuous Renewal",1991,NA,"Upper","60","13","0.21666666666666667","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"271","Austria","EUR","Continuous Renewal",1992,NA,"Upper","60","13","0.21666666666666667","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"272","Austria","EUR","Continuous Renewal",1993,NA,"Upper","60","13","0.21666666666666667","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"273","Austria","EUR","Continuous Renewal",1994,NA,"Upper","63","14","0.22222222222222221","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"274","Austria","EUR","Continuous Renewal",1995,NA,"Upper","63","14","0.22222222222222221","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"275","Austria","EUR","Continuous Renewal",1996,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"276","Austria","EUR","Continuous Renewal",1997,NA,"Upper","64","13","0.203125","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"277","Austria","EUR","Continuous Renewal",1998,NA,"Upper","62","13","0.20967741935483872","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"278","Austria","EUR","Continuous Renewal",1999,NA,"Upper","63","9","0.14285714285714285","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"279","Austria","EUR","Continuous Renewal",2000,NA,"Upper","63","9","0.14285714285714285","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"280","Austria","EUR","Continuous Renewal",2001,NA,"Upper","63","9","0.14285714285714285","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"281","Austria","EUR","Continuous Renewal",2002,NA,"Upper","62","16","0.25806451612903225","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"282","Austria","EUR","Continuous Renewal",2003,NA,"Upper","62","16","0.25806451612903225","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"283","Austria","EUR","Continuous Renewal",2004,NA,"Upper","62","17","0.27419354838709675","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"284","Austria","EUR","Continuous Renewal",2005,NA,"Upper","62","16","0.25806451612903225","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"285","Austria","EUR","Continuous Renewal",2006,NA,"Upper","61","18","0.29508196721311475","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"286","Austria","EUR","Continuous Renewal",2007,NA,"Upper","61","15","0.24590163934426229","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"287","Austria","EUR","Continuous Renewal",2008,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"288","Austria","EUR","Continuous Renewal",2009,NA,"Upper","61","18","0.29508196721311475","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"289","Austria","EUR","Continuous Renewal",2010,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"290","Austria","EUR","Continuous Renewal",2011,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"291","Austria","EUR","Continuous Renewal",2014,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"292","Austria","EUR","Continuous Renewal",2015,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"293","Austria","EUR","Continuous Renewal",2016,NA,"Upper","61","18","0.29508196721311475","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"294","Austria","EUR","Continuous Renewal",2012,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"295","Austria","EUR","Continuous Renewal",2013,"january","Upper","61","19","0.31147540983606559","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"296","Austria","EUR","Continuous Renewal",2013,"October","Upper","62","18","0.29032258064516131",NA
"297","Austria","EUR","Continuous Renewal",2017,NA,"Upper","62","18","0.29032258064516131","Indirectly elected; dates of elections vary according to the province. The numbers given refer to the sitting following the Lower House elections"
"298","Barbados","AME","Yes",2013,NA,"Upper","21","6","0.2857142857142857",NA
"299","Barbados","AME","Yes",2018,"May","Lower","30","6","0.2",NA
"300","Barbados","AME","Yes",2018,"June","Upper","21","8","0.38095238095238093",NA
"301","Belarus","EUR","Yes",1990,NA,"Single","316","12","3.7974683544303799E-2","The Soviet Supreme of the SSR of Belarus became the first legislature of Belarus after the country became independent on 25 August 1991. Belarus women were previously elected to the Supreme Soviet of the SSR of Belarus and to the Parliament of the USSR"
"302","Belarus","EUR","Yes",1996,NA,"Lower","110","5","4.5454545454545456E-2",NA
"303","Belarus","EUR","Yes",1997,NA,"Upper","61","19","0.31147540983606559","The nominal number of seats is 64, but there are 3 vacancies. The President may appoint up to 8 members; only 5 were appointed."
"304","Belarus","EUR","Yes",2000,NA,"Lower","97","10","0.10309278350515463","The nominal number of seats is 110, but there were 13 vacancies. The elections face nation-wide boycotts and the opposition hardly participated. 13 constituencies did not hold elections."
"305","Belarus","EUR","Yes",2000,NA,"Upper","62","18","0.29032258064516131","The nominal number of seats is 64, but there are 2 vacancies. The President may appoint up to 8 members; only 6 were appointed."
"306","Belarus","EUR","Yes",2004,NA,"Lower","107","31","0.28971962616822428",NA
